bd09mc_X,bd09mc_Y,value,bd09_LNG,bd09_LAT,gcj02_LNG,gcj02_LAT,wgs84_LNG,wgs84_LAT
13038900.0,3800000.0,1,117.12871132806582,32.45428411513482,117.12229658513756,32.44793213169655,117.11661126922957,32.44984746447815
13069300.0,3732700.0,1,117.40268729323805,31.940960138629336,117.39614331041548,31.93506775584827,117.39039131680585,31.936916071865745
13057000.0,3643100.0,14,117.29218980860828,31.252010054184108,117.28560871459898,31.246263264698474,117.28014918398448,31.24832008322096
13115900.0,3755600.0,1,117.8204166395782,32.11546070533956,117.81394550856962,32.109390690255196,117.80848948918177,32.11151180973828
13089600.0,3687500.0,1,117.58415554303721,31.59329268347258,117.57767350016493,31.58714961222275,117.57234867156863,31.589304896816905
13120100.0,3689400.0,12,117.85814538890678,31.60790405096204,117.85170707714299,31.601610613479966,117.84639461806628,31.60371896361103
13060100.0,3643100.0,1,117.32003397673903,31.2520042265641,117.3134498095842,31.246269053828506,117.3079333405654,31.248285249477235
13028900.0,3721200.0,1,117.03975557689587,31.85281095887091,117.03322726009206,31.84686667216759,117.02776155859851,31.84880295784219
13045600.0,3711600.0,17,117.18890417352728,31.77842715926387,117.18232866208196,31.77278127484365,117.17678599239908,31.774698410029696
13042100.0,3706900.0,30,117.15746201717342,31.742351336237416,117.15095361612035,31.73636788886607,117.14536305777084,31.73822342220732
13063100.0,3728000.0,6,117.34698195926276,31.90494085091913,117.34054947619438,31.89876084741063,117.3349044305651,31.90067703959705
13013000.0,3738200.0,2,116.89604855042533,31.982320511613516,116.88962854540722,31.97601237721049,116.8845349112796,31.97823894618389
13095000.0,3695800.0,1,117.63355009498795,31.657849679607445,117.62708376500684,31.651801179780115,117.6217602158304,31.653958425841704
13124000.0,3690400.0,6,117.89317244636037,31.615588337938497,117.88659026252635,31.6098557218479,117.88134727089974,31.612011363940372
13041000.0,3706600.0,2,117.14757959093912,31.740046337369048,117.14111622092337,31.733887057498695,117.13551352141468,31.73572755472896
13049200.0,3696100.0,1,117.22123925133215,31.659400611850717,117.21478179686699,31.653318621764694,117.20929942437236,31.65527910221382
13043000.0,3700600.0,1,117.16554757030895,31.693974689853402,117.15899645348608,31.6881320421259,117.1534223529354,31.68999654520665
13062800.0,3709500.0,6,117.34428720470264,31.763057699097942,117.33784017815458,31.756921265327815,117.33221539400844,31.75881668963626
13036100.0,3721800.0,2,117.10445005763304,31.857424942870804,117.09798032464342,31.851280075131633,117.09235734917095,31.85311273659393
13067100.0,3644300.0,1,117.38292019555816,31.261269215684635,117.376476216024,31.25503887085603,117.37081357864116,31.256942010251844
13059100.0,3706500.0,23,117.31105138047936,31.74002919295318,117.30445314507851,31.734370066181132,117.29891209381276,31.736323246648137
13058700.0,3731900.0,1,117.30745909773879,31.934824218543312,117.30085448985055,31.929173341995703,117.29530295058667,31.931167635569537
13037100.0,3753800.0,4,117.11343575002626,32.101689398572695,117.10700601164264,32.095415044411986,117.1013544490253,32.097301538246114
13056300.0,3624900.0,1,117.2859031622473,31.111441997567166,117.27934050047148,31.105602300207035,117.27390327768614,31.107735577009976
13051000.0,3720600.0,49,117.23740586078398,31.84746201486234,117.23097480897094,31.84114449029387,117.22548943483436,31.843146393891686
13043000.0,3666100.0,7,117.16554756861626,31.428595685258326,117.15901984870045,31.422759645009624,117.15347055218592,31.424645570055567
13051200.0,3738600.0,2,117.2392022343464,31.985385471018635,117.2327904662677,31.979058275511424,117.22729322685296,31.981091913447106
13060200.0,3719300.0,8,117.32093218973186,31.838243340726084,117.31434324385597,31.83249541825409,117.30877018296862,31.83444712801147
13037600.0,3714200.0,2,117.11792799748812,31.798370425752942,117.11152192967413,31.79205526034569,117.10589806617986,31.7938776439362
13067500.0,3723800.0,4,117.38651405638817,31.87275225325141,117.38006807913139,31.866579040950384,117.37434178248115,31.868425531989235
13061500.0,3723500.0,12,117.33260928491102,31.870447609113096,117.32609439797075,31.864520316054268,117.3204892601478,31.866456761667663
13009900.0,3685000.0,1,116.86820556333977,31.5740695964783,116.86175250288008,31.567865132699698,116.85667072661562,31.57000724856421
13057200.0,3729000.0,17,117.2939863872564,31.912607795444995,117.28742291476213,31.906889407296838,117.2818992636124,31.90889663941513
13035900.0,3802600.0,4,117.10265276082094,32.474841957359764,117.09619230048546,32.46873240403449,117.09051182710871,32.47063888570167
13037300.0,3715700.0,2,117.11523232919073,31.809877603245756,117.10880822125888,31.803583914587808,117.10318381729071,31.80540748605506
13042400.0,3703100.0,29,117.16015713171704,31.713174750961016,117.15362010576068,31.707235801257884,117.14803608598524,31.70909266429476
13011800.0,3714100.0,1,116.88527041846754,31.79760513600654,116.87887415601321,31.791257428486336,116.87379100888056,31.7934358160152
13069500.0,3788500.0,1,117.40448436423638,32.367403261049105,117.39796247537112,32.361550681983196,117.3921675730904,32.363463370007274
13046700.0,3670700.0,2,117.19878517811375,31.46402211740107,117.19219359010452,31.45830019746524,117.1866968935935,31.46023962085203
13049100.0,3715000.0,14,117.22034118215703,31.80451262090263,117.21386191325847,31.798442425865993,117.20836495625927,31.80041699315235
13076300.0,3718400.0,2,117.46468827090781,31.830598613529446,117.45820956449747,31.824446755577327,117.45251841428345,31.826324012257796
13048600.0,3718000.0,16,117.21585066617855,31.82752514343367,117.20932988197146,31.821532745015528,117.20382509187095,31.82350476700728
13118000.0,3685500.0,2,117.83928123415856,31.577917255316784,117.83285839125833,31.571585233623114,117.82750047721602,31.573660003395243
13053400.0,3738200.0,39,117.25985878981086,31.983082808110225,117.25342876376548,31.976813603464855,117.24793401808758,31.978855943755622
13059600.0,3717700.0,2,117.31554295899366,31.82597296320365,117.30894091214498,31.82028245267437,117.30338170670684,31.82224122019271
13127400.0,3694900.0,2,117.92460559480634,31.650936124058887,117.91806876674974,31.64514804125945,117.9128436211665,31.64730984668808
13057500.0,3718000.0,1,117.29668069122275,31.828278312080897,117.29007995175913,31.822578928066413,117.28455954024354,31.82456581398176
13011800.0,3730600.0,1,116.88527040304814,31.9241122245808,116.87886824363525,31.91776281935461,116.8737738725264,31.919966244190537
13043100.0,3788500.0,1,117.16644597272808,32.36665268615047,117.15991490588891,32.360831791057244,117.15427827701242,32.36280433512504
13077900.0,3701200.0,1,117.47906363306298,31.69858794627006,117.47264017757969,31.692258254837707,117.46699985457492,31.694151930640132
13055600.0,3644700.0,10,117.27961639999198,31.264359277585843,117.27309964601483,31.25841569969025,117.26765653190864,31.26047829722921
13055000.0,3742100.0,4,117.27422793408364,32.01293685585295,117.26775821984276,32.00690085314912,117.26225150132193,32.00894720910086
13039300.0,3740500.0,1,117.1323054486988,31.999932294478402,117.12590947924672,31.99360104745382,117.1202694755375,31.99547460957596
