bd09mc_X,bd09mc_Y,value,bd09_LNG,bd09_LAT,gcj02_LNG,gcj02_LAT,wgs84_LNG,wgs84_LAT
13063400.0,3726000.0,16,117.34967717915143,31.88961302858376,117.34325652368527,31.88339276805676,117.33760616286644,31.8853005419074
13043400.0,3797000.0,1,117.16914105606237,32.43143707878712,117.16256280745966,32.42564677025863,117.15692419157632,32.42761974185161
13053700.0,3749500.0,3,117.26255265276627,32.06956331102675,117.25609852185823,32.063324327498904,117.25059462351363,32.06538650105133
13011700.0,3693300.0,1,116.88437284563385,31.637880612281833,116.8779781733176,31.631534908659344,116.87290840611756,31.633697527837885
13071600.0,3721100.0,7,117.42245578791832,31.851294179447375,117.41584931076979,31.845634564275052,117.41009979368312,31.84746194788452
13102500.0,3760300.0,1,117.70091848099453,32.15213273990539,117.69445363499092,32.14605466280688,117.68896514782084,32.148189169382235
13052400.0,3682900.0,4,117.25087717048753,31.557909621459313,117.24447748707577,31.551569730400793,117.23902346713616,31.55355950174767
13052800.0,3744200.0,3,117.25446975342852,32.029013182501615,117.24807255212633,32.022696541387475,117.24257464349914,32.02474864124632
13074400.0,3671600.0,1,117.44761648730089,31.47095136255423,117.44105518835566,31.465105399332003,117.43536446918594,31.466945928585893
13048000.0,3652400.0,2,117.21046164029238,31.323000277863837,117.20393521669939,31.317110843627997,117.1984696996179,31.319110743490256
13047000.0,3707000.0,1,117.2014794654754,31.743118387267963,117.19490916865878,31.737367456506732,117.1893909613706,31.739302935173097
13052600.0,3764900.0,3,117.25267352342198,32.18652775287374,117.24624814615467,32.18019005949293,117.24073551274256,32.18227332056042
13043000.0,3704500.0,2,117.16554731018792,31.723926111699978,117.1589865681016,31.718080693141218,117.1534096401108,31.71994777336867
13053300.0,3710100.0,2,117.25896060554402,31.76767171210067,117.25255341648912,31.76139795178214,117.24707903955114,31.763397171483916
13046800.0,3735800.0,1,117.19968327093919,31.963948405228912,117.19309151516569,31.958215788027196,117.18754962758123,31.96018983104118
13068900.0,3723200.0,3,117.39909309879714,31.868156141791445,117.39258243603096,31.862204220175595,117.38684067388286,31.86403875412444
13123600.0,3690600.0,16,117.88958007115546,31.617126529202693,117.8830118886819,31.611346991364005,117.87776345423148,31.61349940902245
13059300.0,3735500.0,1,117.31284798046099,31.962397869547683,117.30623906857583,31.95672624266259,117.3006731757056,31.95871840852978
13042200.0,3707300.0,7,117.15836040657881,31.745422204439723,117.15185064468092,31.739456058115643,117.1462610549091,31.741313412441585
13064500.0,3733200.0,1,117.3595592993253,31.944782170170047,117.35313311388208,31.93844830279214,117.3474535420033,31.94035025654772
13044400.0,3713100.0,6,117.178124621288,31.789938284787485,117.17155261243214,31.78425981560906,117.1659902144043,31.78615839678098
13106900.0,3712300.0,1,117.7404513711544,31.784550999336936,117.7340396033955,31.77829373782469,117.72853202697353,31.78029678870096
13042400.0,3731200.0,1,117.16015733031276,31.928713904326052,117.15363640728918,31.92277965696908,117.1480320658206,31.92467340201281
13053300.0,3738700.0,10,117.2589607183734,31.986911297700257,117.2525373593547,31.980632823475474,117.24704253170906,31.98267598139933
13067700.0,3714100.0,1,117.38831078514868,31.798361164049165,117.38185787611492,31.792217615660228,117.37613601879733,31.7940483854363
13053700.0,3726200.0,10,117.26255293096851,31.891153609966338,117.25613505433341,31.884925149268156,117.25064785403129,31.886946768494344
13055700.0,3713500.0,7,117.28051455701068,31.79375963227338,117.27400617962417,31.787836003241473,117.26851323144156,31.789832562149428
13058000.0,3718600.0,14,117.30117149326566,31.832879015953853,117.2945607615773,31.82721154363566,117.2890315543303,31.82919350674784
13056500.0,3705200.0,30,117.28769908762987,31.730053395089126,117.28113251882256,31.724243229557604,117.27563593553052,31.726225384886487
13121800.0,3681900.0,2,117.87341429054793,31.550222286225242,117.86694361238726,31.544169751545017,117.8616715320466,31.546306047081394
13051700.0,3793600.0,1,117.243692203797,32.40552129111143,117.23728925857269,32.399173346630896,117.2317543126127,32.40126347059175
13035700.0,3693700.0,1,117.10085569741408,31.64171676506944,117.09439143080225,31.635640512894874,117.08879205933889,31.637448871598632
13122800.0,3686900.0,5,117.88239542653581,31.588679592654188,117.87584890648921,31.582781394766794,117.87059092414572,31.58492687622056
13077200.0,3700300.0,3,117.47277432189038,31.691674529118348,117.46634069196247,31.685407026205464,117.46068339523764,31.68728453951578
13036300.0,3742500.0,1,117.1062469137622,32.01523747626335,117.09981338197304,32.009070074961826,117.0941740054489,32.01093754263205
13061200.0,3767300.0,2,117.32991449839147,32.205612274174115,117.32336477028774,32.19972748904794,117.31773465792956,32.201739413153646
13057800.0,3650600.0,1,117.29937551812685,31.309873921567192,117.29280241718617,31.30420490166622,117.28732496662236,31.306229201730503
